MovieTitle,YouTube Video Title,YouTube Video ID,Views,Likes,Comments,Top 10 Comments
She Will,Lil Wayne - She Will (Visualizer) ft. Drake,Fw3H8R5hHEY,10116457,189147,4933,"I rapped this word for word! Wayne is just a GOAT 🐐|, One of Wayne’s best songs lyrically. “Eat her til she cry, call that wine and dine” 🔥🔥🔥🔥|, Arguably the best hip hop beat made in the last decade. Doesn't feel a day old.|, This song still amazes me. Years later 😭|, When I hear his voice I go back to 2008, feels good.|, Still hits in November 2023 🤭❤✨|, This is the most fire Visualizer I ever seen🔥🔥🔥🐐|, The fact that this song can get re-released years later and still garner this many views is proof this song was years ahead of it's time.|, Wayne could literally re release all his old music and still make money off of it! LEGEND! THE GOAT!|, The beat🔥
The two artists 🐐🐐
The verses 🥶
The Hook❤️"
Sherlock Gnomes,Sherlock Gnomes Trailer #1 (2018) | Movieclips Trailers,zC9b1orltc8,1627080,7700,0,
Shin Godzilla,Shin Godzilla - Official Trailer,3qX1ZU3jcfU,694743,8136,335,"Best Godzilla movie ever. The way it shows how people and the government would actually react to something as catastrophically destructive as Gojira is amazingly realistic and believable. The overall feels is just so tense and keeps us over the edge of our seat. 10/10 easy. Better than any of the USA ones. No disrespect intended though, the American movies are great, it's just...this one's better.|, It's hard to believe no broadcast venue has shown this. Shin remains an unseen gem to many.|, Makes you wonder how colossal this movie could've been, if it had Monsterverse level budgets and marketing done.|, This movie is essentially a perfect Godzilla film. There is a slight low-budget feel to it that I'd argue is a defining feature of the original Godzilla films. Would've loved to see this in cinema.|, God damn i always keep comming back to watch this trailer. The presentation is amazing. No need of a fancy dialogue followed up by some loud bass noises, some action scenes and a joke scene at the end.

The creative team behind the edit were amazing.|, This is my favourite trailer ever. The music combined with that last far away shot of godzilla, and the roar.|, I love how the trailer feels very old-timey, hearkens back to the old Godzilla movies.|, You can feel the tension even from just watching the trailer :0|, This has to be one of the best movie trailers I've seen, and it doesn't even spoil all the best bits; perfect trailer|, This trailer is beautiful and it doesn't even do true justice to the masterpiece of Shin Godzilla. Mind blowing movie"
Shin Ultraman,SHIN ULTRAMAN  (Official Trailer) - In Cinemas 6 OCTOBER 2022,HzF4LS733OE,649707,8816,1032,"God, I grew up to the original Ultraman live action series back in the 70's. Love it. This looks almost like it!!|, No matter they were a fan or not, as long as they know what Ultraman is, everyone that I know who watched this trailer either in the internet or in the cinemas before a particular film starts always gets impressed by it. The trailer is just amazing.

As for the film itself, I wouldn't say you could expect much from it, but you'll enjoy it a lot if you understood the many references it makes from the first TV series. Hoping for the success of continuation.|, I love how it gives nods to the tv show. Don't @ me for not knowing what they're called but keeping the look of the laser blasts from his hands was great. Or how he flies like the model in the old days, even though CGI could have been employed to make him less static in flight. Fingers are crossed for a US release.|, Before watching the movie, I'm impressed by the comment section here.
I am proud that Japanese Ultraman is loved so much in the world.
And thank you for screening this film in Malaysia.
Thank you.

映画を観る以前に、ここのコメント欄に感動しています。
日本のウルトラマンがこれほどまでに世界で愛されていることを誇りに思います。
そして、この映画をMalaysiaでも上映してくれたことに感謝します。
ありがとうございます。|, I remember watching ultraman as a kid and how much I loved it. This trailer brings back so many memories.|, Besides how awesome this trailer is, notice how they *officially* actually called the monsters kaiju!!|, I just found out about this movie. I was bummed when I heard they canceled the one from 2016. I can't wait to see this!!!!!!! This looks AWESOME!!!!!! 
I never thought that at 56 years old I would see a new ""classic"" Ultraman on the big screen.|, Just brought back so many good memories of growing up in the late 70's.
Just bought my ticket for this Wednesday. 
Super excited. 
Also, it has fantasy, romance, AND friendship.|, Just watched it, basically an entire multiple seasons long Ultraman series shrunk into a 2 hour film. Brought back pleasant memories, so I'm not disappointed.|, When I was a very little boy, every morning I would watch Ultraman.  So good to see he's still out there fighting for Earth."
Shithouse,Shithouse - Official Trailer | HD | IFC Films,PkA7m1DbeH8,403924,2968,276,"This was SUCH a great movie!! So genuine, so real! A must see! Both actors had such great chemistry and the guy who played Alex is an awesome actor; one to watch out for!|, This movie hit me so hard. It’s so beautifully written. Cooper rocks the part he wrote like a true rock star. A flick I won’t soon forget.|, I watched it because of cha cha real smooth and I have to say, both movies didn't disappoint. This is the real definition of ""coming of age"" movie genre.|, I love it when I randomly come across a movie I've never heard of, even being unsure why I am even watching it, and it turns out to be good. Really enjoyed this|, Loved every part of it, felt genuine|, Just saw Cha Cha Real Smooth yesterday and I loved it. Will have to watch this one too. I feel this guy's like the Shane Carruth of coming of age comedy-dramas lol|, this is beautiful, i don't even know how i found this, a real gem. the soundtrack was fire.|, Such a phenomenal movie|, ok, this is the best movie I've seen in a while. Hit too close to home.|, I'm probably the only one who came here because of the movie itself"
Shortcut,Taking EVERY shortcut in Mario Kart 8 Deluxe Online,wy0qgAFxto0,398151,8482,245,"hi all! thanks for all the love. and 100 subs in my first month here! if you want to learn shortcuts, check out the shorts on my channel. I also take video requests 🙂|, this guy is so underrated like what I feel like i'm. watching a 1m+ youtuber rn. definitely my new favorite youtuber|, mario kart is surprisingly satisfying to watch. especially a pretty decent player from the looks of it. the 200cc city track they were talking about whos name i forgot was really satisfying and literally all they really did was not hit walls lmao|, I don't have a switch to play Mario Kart 8, but I love watching it. Your content is pretty good, keep it up!|, ""...I'm going to perform everything on Big Blue perfectly!""

Famous last words, haha!|, I feel your pain about the others catching up and destroying you when you're clearly good at the track|, I literally almost always see the Hyrule track atleast once in competitive, normally in Ruby or Sapphire rank. I feel like you'd be so good at competitive tho, because your play style really reminds me of JPGiviner, like why same? 🤩👏|, Love your content, especially the longer form stuff|, Classic Shortcat, always showing off the sexy moves.|, this is the 2nd video ive watched from you, and honestly i love how down to earth and chill you are :) subbed, and looking forward to more content!! :)"
Show Dogs,National Dog Show 2023: Best in Show (Full Judging) | NBC Sports,8nN-dV3tUIU,848243,6306,646,"The Great Dane and the German Shepherd represented perfection.|, The Great Dane and the German Shepherd were phenomenal. One of them should have won. The Newfoundland was also beautiful|, I love how kind this judge is to the pups|, I was rooting for the Great Dane and the German Shepherd, the Dalmatian was great also and the Azawakh was regal - legs like a deer!  I'm not a huge fan of the smaller breeds, but they were awesome as well.|, They all brought a smile to my face, the great Dane and German Shepherd were the most professional and they were all gorgeous but the terrier won my heart. Congratulations to all.|, Glad the Dalmation at least got reserve champion. All gorgeous dogs, but the Dane, Sherpherd and the Dalmation were the rel standouts in my view. Sealyham is a super cute little showman though--clearly a happy little guy.|, My compliments to the producers of the Best in Show broadcast! Someone really knows their way around a show. We got to see the dogs. The dogs and their handlers all presented well.|, Absolutely LOVE the chessie giving the side eye to the judge. Trust no one. So typical for the breed. What a handsome boy, love to see the Chesapeake getting some recognition. That Dane was robbed.|, Wow that German Shepherd held us top line all the way to the end of the tale on the move|, The dog trying desperately to get the treat off the floor at the end was so funny and so sad 😂😂"
Shut In,SHUT IN | Official Movie Trailer,D5RjpC7_pYU,1972996,18967,1411,"It's smart for DW to start out small scale. Good stories that don't require big budgets. Let the writing and acting carry the shows. Good Luck and God Bless to your endeavors !|, Looks amazing! I love the fact it doesn’t look cheesy, a movie trying to be like Hollywood. This looks like a Hollywood movie. A movie not bound to politics but just pure entertainment. Keep them coming Dailywire. Take all my money 💰|, Such a great movie.  Pleasantly surprised at how deep the story was.  Had me at the edge of my seat yelling at the screen.  Truly the sign of a good movie!|, I'm 20min in to this movie and so far so good. Plots holding, story telling wise its consistent and everything that's happening isn't far fetched, it successfully employs Murphys Law in a way that the sequence of events thus far makes sense

Edit (spoilers): oh my Lord this movie is an emotional rollercoaster ride. That last bit with the shot of the recipe and the instructions not to throw out the ones that look bad but just to cut out the rotten bits and keep the rest. And how Nana says it's these apples that make her recipe the best. Kinda like a metaphor for people bouncing back from hard times or hard situations like Jess, and that they turn out to be the best  people.
Loved it to bits.  I know it's weird to point this out but I like how her as a woman used her wits to fight two guys. It made this more believable. HW movies would prolly have the girl kicking the guy off of her or picking up a 2x4 and swinging it abt 4 to 5 times at the guy. I'm not saying a woman of her size cant but adrenaline wears off fast once your factor in the exhaustion and  hurt shes in. So yeah the small details made this movie.|, My husband and I watched this movie together a few days ago. I LOVED the actors/actresses chosen for this film. They were believable. The movie really did have me on the edge of my seat. There was one part of the movie, that I wasn't expecting, when I shouted ""Oh shit!!"" Unfortunately, I scared my toddler who was asleep in our bed. 😩 My heart was racing, and I guess my toddler's was too! 😅 I'd watch the movie again...not for a couple of weeks though, while I wait for my anxiety level to return to normal. Hahaha!|, As someone that's lived many lives this movie is on point its totally believable it gave me chills and many people have to go through  a transformation in such a way depicted in the movie its a sad but honest depiction cuz more ppl have similar experiences like this than the average person could ever imagine 👍 👍 for this film for sure 
May yah b with you|, Building our first real cultural pillar! Love it! Keep the movies and shows coming! We will support them!|, This movie deserves an oscar. One of the best movies I've seen in a long time.|, I'm really rooting for DW to succeed in their filmmaking endeavors.  Run Hide Fight was about a 6/10 for me.  This looks like it has potential.|, I really didn't expect such a rollercoaster, I randomly started watching this movie without knowing anything about it, i haven't even seen the trailer... Turns out that it was one of the best movies I have seen. Simple yet kept me on the edge of my seat !!"
Shut In,SHUT IN | Official Movie Trailer,D5RjpC7_pYU,1972996,18967,1411,"It's smart for DW to start out small scale. Good stories that don't require big budgets. Let the writing and acting carry the shows. Good Luck and God Bless to your endeavors !|, Looks amazing! I love the fact it doesn’t look cheesy, a movie trying to be like Hollywood. This looks like a Hollywood movie. A movie not bound to politics but just pure entertainment. Keep them coming Dailywire. Take all my money 💰|, Such a great movie.  Pleasantly surprised at how deep the story was.  Had me at the edge of my seat yelling at the screen.  Truly the sign of a good movie!|, I'm 20min in to this movie and so far so good. Plots holding, story telling wise its consistent and everything that's happening isn't far fetched, it successfully employs Murphys Law in a way that the sequence of events thus far makes sense

Edit (spoilers): oh my Lord this movie is an emotional rollercoaster ride. That last bit with the shot of the recipe and the instructions not to throw out the ones that look bad but just to cut out the rotten bits and keep the rest. And how Nana says it's these apples that make her recipe the best. Kinda like a metaphor for people bouncing back from hard times or hard situations like Jess, and that they turn out to be the best  people.
Loved it to bits.  I know it's weird to point this out but I like how her as a woman used her wits to fight two guys. It made this more believable. HW movies would prolly have the girl kicking the guy off of her or picking up a 2x4 and swinging it abt 4 to 5 times at the guy. I'm not saying a woman of her size cant but adrenaline wears off fast once your factor in the exhaustion and  hurt shes in. So yeah the small details made this movie.|, As someone that's lived many lives this movie is on point its totally believable it gave me chills and many people have to go through  a transformation in such a way depicted in the movie its a sad but honest depiction cuz more ppl have similar experiences like this than the average person could ever imagine 👍 👍 for this film for sure 
May yah b with you|, Building our first real cultural pillar! Love it! Keep the movies and shows coming! We will support them!|, The moment when the nail hits her hand made me think this movie will be pretty powerful. I subscribed to the DW to see movies like this.
Sometimes a tight budget just means that the crew has to be smarter about how they shoot, and I think this will be an interesting film.|, I really didn't expect such a rollercoaster, I randomly started watching this movie without knowing anything about it, i haven't even seen the trailer... Turns out that it was one of the best movies I have seen. Simple yet kept me on the edge of my seat !!|, My husband and I watched this movie together a few days ago. I LOVED the actors/actresses chosen for this film. They were believable. The movie really did have me on the edge of my seat. There was one part of the movie, that I wasn't expecting, when I shouted ""Oh shit!!"" Unfortunately, I scared my toddler who was asleep in our bed. 😩 My heart was racing, and I guess my toddler's was too! 😅 I'd watch the movie again...not for a couple of weeks though, while I wait for my anxiety level to return to normal. Hahaha!|, I'm really rooting for DW to succeed in their filmmaking endeavors.  Run Hide Fight was about a 6/10 for me.  This looks like it has potential."
Sicario,"Sicario TRAILER 1 (2015) - Emily Blunt, Benicio Del Toro Movie HD",G8tlEcnrGnU,7733505,29066,1730,"For me the most powerful scene in this movie is when they are on the rooftop watching the battles going on in Mexico then for a second you see the police lights heading towards the gunfire.  Such a powerful scene, it hits you hard and makes you think that their are real cops in Mexico going lights and sirens towards what is technically combat, also not knowing if the person next to you is going to pull their gun on you.
Don't buy coke people, you buy coke means you supporting the war in Mexico.|, Benicio del Toro deserves another Oscar for his performance. Amazing.|, The dinner table scene alone was worth the price of admission. Benicio, what a performance. His switch in mood in that moment, and yet he does not move! Only a handful of actors, masters of their trade can do that. Hypnotic, less is more.|, I love this movie. The pace of the story. The lines. It was just spot on.|, This film hits hard, whoever did the soundtrack and the music was absolutely spot on fking hit the nail on the head.|, Seriously excited for this.  One of the best things about Edge of Tomorrow was how surprisingly convincing Emily Blunt was in an action role.|, This movie is not for everyone, however this movie is a masterpiece ""TO ME"".|, Emily Blunt is probably one of the best actresses alive nowdays and also one of the most underrated ones. And with Villeneuve, an extraordinary director responsable of films like Prisoners and Incendies, I really hope she finally gets the credit she deserves now than she has proved than she can play any role she wants.
This looks really good, Villaneuve is able to create an insane atmosphere of tension and mistery, he proved that in Prisoners. Can't wait to see this.|, Best movie I saw in 2015. Incredible performance by the entire cast. Emily Blunt and Benicio del Toro should win Oscars for this film.|, 10/10, outstanding film, go see it."
Sicario: Day of the Soldado,SICARIO: DAY OF THE SOLDADO - Official Trailer (HD),sIMChzE_aCo,16444728,46508,4157,"I saw this last night and I don’t understand why critics are crapping all over it. This was a very good sequel and it’s a great standalone film as well.|, Just watched it and it's great. Just the mood of the film and the authenticity. And absolutely love benecio del toro and josh brolin's characters - not doing or saying anything flamboyant, just their presence that also is attributed by the direction of the movie. Can't wait for the nexr sequel.|, That Sicario theme still gives me chills, I remember first hearing it in LIFE and i instantly fell in love with it|, Just watched the movie. Very well made and well worth a watch at the cinemas. I was tense during the whole movie. My only letdown was that it didn't have a memorable ending as the first one,and some parts were implausable.|, Benicio has the most serious intimidating face. Watched the first part again, what a movie!|, I went to see this movie today and loved it.  Benicio and Josh were amazing and the last scene (before) the credits was awesome!|, Del Toro's subtle acting in first one was freaking genius, one of the best actors ever. Can't wait to see this, first Sicario is one of my favorite movies out there. I hope this one will be great too.|, No puedo esperar a su estreno,se ve sencillamente genial!|, Se nota que es una película muy buena. Ya quisiera verla😁😄|, Se ve que va a estar muy buena la película ya quiero verla"
Side Effects,Stray Kids &quot;부작용(Side Effects)&quot; M/V,5rPluw_-Eb4,72315973,2111718,128044,"stray kids don't follow trends, they have their own concept and that's what makes them unique|, So many people are sleeping on this song, many people have never even heard it before. This song is so freaking good and so cleverly made too. It blows my mind. You hear the voice in the background listing different side effects and it’s just so freaking cool! Stray Kids write and make all their own songs and they are just absolute geniuses|, 늘 그렇듯, 무슨 일이 일어나든, 앞으로 무슨 일이 일어나든 Stray Kids는 최고일 거예요|, My stray kids when did you get so big I cannot even hug you :( VMA winners and luxury brand ambassadors. Proud of my kids|, This comeback is my favorite masterpiece. I love you all, Stray Kids|, Felicidades por nuevo aniversario 🥳🥳|, They never stop to amaze me. Since hellevator I thought they were another level of rookies, now looking at them consolidating their name makes me wish they become bigger, stronger & free from all the dirt & evil that surrounds this industry. _Let's Stay together & happy my Kids_|, спасибо большое за вашу прекрасную музыку которая заставляет мое сердце биться сильнее|, A seguir aportando para esta gran joyita y lograr pronto los 72.5!!!💪🏻|, Dejando de nuevo mi apoyo a esta joyita!!!🫶🏻"
Silence,Marshmello ft. Khalid - Silence (Official Lyric Video),tk36ovCMsU8,514358040,3468126,71635,"We're BACK!!! Marshmello x Khalid ""Numb"" is out now ▶ https://youtu.be/mRXKnG2eugU|, This hits different when you haven’t heard the song for 3 years|, It's been five years since I last heard this song. It still hits the spot.|, Doesn't matter how many times i listen this song. I'll never be tired of her.|, i know this song word for word, and still cry every time i hear it. It helps me express things i never knew how to express before. Greatful for this song 😢❤️|, Jadi flasback, saya kangen masa2 ini, dimasa saya masih berjaya, namun perlahan temen2 pada ngilang karena saya jatuh kebawah, dan sekarang berusaha merangkak seorang diri, semoga masa ke emasan itu datang kembali agar saya dapat membahagiakan orang2 disekitar saya|, songs like this hit even harder when u can relate to them|, I was at my lowest when this song came out and now I’m listening to it for the first time in few years and I don’t even know how my life had changed so much that it’s making me cry ! Thank you for the words that kept me holding on and going ! ❤|, Ive listened to this sing since day one and know it word by word.... it still hits the heart just like when it first come out. I absolutely love it ❤|, Still sending chills down my bones ❤😢"
Sin City: A Dame to Kill For,Sin City: A Dame To Kill For Official Trailer #1 (2014) - Joseph Gordon-Levitt Movie HD,nqRRF5y94uE,5924152,20272,1889,"The first movie of this mean a lot to me, In a sense it saved my life. Me and my buddy were watching it and there was a half hour left in it when my other buddy came to pick us up. For some reason I decided to stay and finish the movie and they were gonna come back in 45 to get me. Unfortunately They never made it back to get me, I ended up getting a call around a half after they were meant to grab me being told they were in a accident all three in the car past away.. R.I.P. Colin, Adam , And Chris you were all taken to young and soon, miss you bros|, The part at 00:46... just wow. The slide in is perfect. The cinematography in this film is probably what I look forward too most. |, So psyched, have been waiting for this one for a long time now. The first one was probably my favorite movie. So badass, so poetic, so gritty. God this is awesome.|, I love Sin City. You can stop at every frame and always get to look at pure art. The first one was underrated.|, I wasn't a massive fan of the first one but this look like something to look forward with the amount of talent in this shows so well even from this short trailer. This movie is going to be amazing I cannot wait to see it|, Im a big fan of the first one but part two looks even more epic.
Can't wait!|, Beyond Hyped for this movie! Holy crap, we've waited SO LONG...|, Será que vai ser bom como o primeiro? Aguardando pra ver!|, Yay ! Can't wait ! Love it ! |, ""You keep asking for it, and asking for it!"" 

The first one was a good movie, now Joseph Gordon Levvitt's in this one. A great actor in my opinion. Stoked for this one!"
Sing,Sing - Shake It Off Scene | Fandango Family,y2joDOunHBo,342316846,1221105,0,
Sing 2,Sing-along with Johnny to Sky Full of Stars | Sing 2,cusA8wYBZKU,82543386,295501,0,
Sing Street,Sing Street - Drive It Like You Stole It (Official Video),fuWTcmjnEGY,15680299,202124,4486,"It's such a shame that this movie never got recognition or any nomination of any kind. Blows my mind because this film and its soundtrack is truly spectacular|, I cried watching this scene in the cinema, because as a teen we all imagine people who don't love you loving you, your crush liking you back, and your teachers and classmates liking you and supporting you. And Conor's imagination shows that exactly; it's the opposite of his real life. And that hit me real hard.|, One of the best movies I saw from 2016 and the fact this masterpiece of a song wasn't nominated for Best Original Song at the Oscars, yet Justin Timberlake's terrible Can't Stop The Feeling was still angers me to no end.|, I love the whole story line .. Imagine being that motivated by a beautiful woman to come up with an band and actually create some of the best music I've ever heard 🤘 and they were like 16 year olds|, This is your life, 
You can be anything
You gotta learn to rock and roll it, 
You gotta put the pedal down
And drive it like you stole it!  


What a great piece of songwriting!|, This movie has everything. Comedy, drama, romance... it's about loving music, chasing your dreams, impressing the girl you love... but above all, it's a movie about brothers. I never get tired of it. Oh, and we really should give credit to Darren. After all, he was the one who introduced Eamon to Connor.|, This is one of the few modern day movies set in the 80s that ACTUALLY has the 80s vibe to it.|, I’ve been listening to this song on repeat for the last two hours and i just can’t seem to get bored of it. 
I guess I needed it’s vibes.
Also, it's one of the greatest songs I've ever heard TBH.|, I love this movie so much! 😍💜
I've already watched 3 times and everytime I cried in the end when Connor is chasing his dreams 😭 
I'm a musician, 21 years of electric guitar, I'm recording my third solo album, and this film has everything to do with the story of my life as a musician 🎸✨ 
Without a doubt, this is one of my favorite films 💜|, Watched this movie 2 days ago and this song has been on constant play ever since

Such a banger!!! 🔥🔥🔥"
Sinister 2,Sinister 2 Official Trailer #1 (2015) - Horror Movie Sequel HD,fChx_YZUAR0,25489927,84534,5825,"This was honestly a very amazing sequel. Please don't listen to the bad critic reviews. The characters were very well-developed, and the plot was just as great as the first one, if not more intriguing.
I don't understand the bad reviews this film got, but I guess everyone should see it for themselves. But after it was over, I was VERY satisfied after watching Sinister 2 than the first one. I thought this was a very good film overall.|, I loved this movie, even more than the first one actually. It's different from all those stupid cliche horror movies.
This movie's got a great story and it's actually scary (I'm guessing it's mainly because of the children, because children are friggin horrifying, especially when they murder their entire family).|, This movie is literally amazing. The difference between the two ( sinister & sinsiter 2 ) is that the first movie focuses more on putting the story together and really finding out what's going on. Other than the second one which it is more focused on the kids and how the children our corrupted. I really enjoyed this movie and I definetly give it a 5 out of 5.|, 2:03 almost gave me a heart attack 2 years ago, and still gets me every time!|, The first sinister was amazing, one of the best horror movies I have seen. My friends and I watched it together not knowing anything about it and left the room we watched it in shivering all over. The concept was amazing and we lost our shit with fright in some scenes. I am hyped for this movie sooooooooo much, really hope it lives up to the name|, The reason Sinister 2 is not good is because Bughuul's face has been revealed too often and theres no mystery. Mystery is scary.﻿|, One of the best horror movies,definitely! I've seen the first part and now I can't wait for the second one. :D|, I liked the first Sinister a lot...more disturbing-freaky-creepy than scary and that's what gets under your skin. This Sequel looks really good too with more scares and the children! Can't wait to see it!|, I've never seen Sinister 1 but I did see this trailer in theaters last night before Insidious 3 and that right there is enough to make me go watch it. This looks awesome. I was surprised too see it was even a sequel. The plot looked so original. Definitely seeing this in theaters|, I haven’t seen this movie yet, I think it will ben good, it looks really scary and the jumpscares look great. But I really doubt that it’ll be as scary as the first one, the mistery and everything you didn’t know and see was what made it so damn good"
Sisters,Sisters | E01 - Poles Apart ft. Ahsaas Channa &amp; Namita Dubey | Girliyapa,uO5PBXJLYuc,8125241,196501,1994,"Watch episode 6 of sisters https://bit.ly/SistersEO6 ❤️|, Ahsas acting is 10/10… she acts so natural and brings life to any series she works in. Life of series 👌👌👌👌|, Ahsaas level of acting is unmatchable as cute little annoying sister and namita is perfect as elder sister 
Girliyapa always rocks|, When she Arranged boxes in kitchen, made her bed, asked mahi to use foot mat and put three seperate towels.. i could not relate more..🙆♥️😊|, Antara's "" Bahut Badhiyan"" was epic 😂😂😂😂😂😂😂|, Both actress Ahsaas and Namita are awesome!
Their acting skills must deserve more appreciation than many Bollywood celebs.🔥💯✨🤩♥️|, Namitas character is literally me . I get deepressed even if someone enters in my room. Cant imagine sharing my space🤣🤣|, Namita and her seriousness is driving me mad. Just loved her way.  She's sooo much perfect.  ❤️|, The way Ahsaas gives positive vibes is awesome. Her acting skill is up to mark n she has a wonderful aura which make you happy always ❤|, Ahsas is such a great actress.. She makes life in every character..her comic timing,bubly nature is so real🥰"
Sisu,"Sisu (2023) Official Red Band Trailer - Jorma Tommila, Aksel Hennie",d2k4QAItiSA,5669842,61578,3521,"I'm definitely watching this. This looks like one of those movies where you switch off your brain, sit back and enjoy the action and violence.|, This movie was awesome. Saw it last weekend with like 20 people in the theatre and we all were in awe. $6 million budget and it was well well well exceeded what they spent in dollars. Props to the whole crew for making this look like a $100 mill budget film. Please keep low budget artistic projects going! Thank you lionsgate|, I just saw it 3 days ago. There were 4 elderly people in the theater so 5 total in attendance. They all had canes. We all clapped, laughed and cheered at the same moments! The best movie to be released since Top Gun Maverick.|, Saw this last night.  Bl00dy awesome.  
So glad I made time to catch this on the big screen. Gripping from start to finish. Literally in the edge of my seat the entire time. Amazing cinematography. Bloody violence. And vengeance a-plenty.  Great mix of genres handled expertly by the director. 
Highly recommended.|, Just watched it and had a blast haha 1h30m of pure havoc, gore and laughs :D kept smiling throughout the whole movie! Definitely one of the best in its genre!|, I found this movie well worth the wait. I had read so much about it that it was unbearable to see just the trailer of who this man really was. Jorma Tommila was incredible in his role as a man who had lost everything! A nearly broken man who only wanted happiness in life with a child and wife. Then, to prospect for gold as a last resort and found an enriched vein that went beyond his expectations only to get robbed by a group of nazi criminals. What a mistake that was. I loved the imaginative ways that he used to kill his enemy and to find enslaved women who were more than willing to help him to get his revenge.  I was on the edge of my couch the whole time! This was gritty, viand downright raw!  This was exactly how the war affected people in the most heinous ways.  

 Courage and Bravery in the face of adversity.  Jalmari Helander did an excellent job of directing this film really showing the fear in each German soldier. That, and the Third Reich didn't understand or could ever comprehend such a force as this man!

Outstanding film.|, While this is the most un-Finnish americanized story about a Finn that I've ever seen (being from Finland myself), I'm happy to see Finnish SISU at least get some international recognition.|, Meu sonho assistir esse filme no cinema  ❤|, In memory to Finnish WW2 heroes. All the best from Poland!|, OH MAN! This movie is SICK! a great movie enjoyed after a very long time. Great action and cinematography. A perfect action / adventure movie that will keep you glued to your seats. Throughly loved every bit of it"
Skinamarink,Skinamarink - Official Trailer [HD] | A Shudder Original,APQqilSTxz0,2783410,34490,4179,"This is surprisingly accurate to what it's like being a kid in a creepy dark house. There's an atmosphere unlike any other|, As someone who has dealt with weekly nightmares and sleep paralysis this film absolutely got me. Trying to sleep that night was incredibly difficult. Probably not a film for everyone, but definitely well made and spooky as hell if this is a semi common thing you deal with.|, One of my favorite parts of this trailer is how it subverts your expectations (whether or not that was intentional) it recreates most horror movie trailers with  a deep voice reading off lines 
Like “In this house…” after that you’d expect him to say “Fear takes hold…” or some cheesy line but instead he just repeats “In this house” as if the trailer itself has been corrupted as the voice is distorted repeatedly|, I don't remember the last time I wanted to cover my eyes watching a horror movie. I was practically begging this movie to end because I didn't want to experience the horror and the tension anymore. The relief I felt when it ended was palpable.|, This film perfectly captures that feeling that you get when you’re home alone, especially as a child. That, even if it seems it’s only you in the dark, you always have that feeling that you are not alone when you look in the pitch black.|, I never get scared by horror films but this one DEFINITELY got me. Silence, scary noises and darkness. I really like that they use darkness to mess with you. Since the mind can play tricks when in the dark|, Just saw this film. 

My suggestions to anyone wanting to watch it; if you’re looking to have the best experience with the film, watch it alone or with people that don’t talk during movies. If you don’t it may spoil it’s highly unique atmosphere designed to draw you in through vivid imagery and sound design. 

Be patient with this film. It is not your typical formulaic setup. It is much like how the trailer presents it, but a much longer and more suspenseful and tense version. 

I can’t say I’d recommend this to many people, it’s kind of a thing where you just have to try it for yourself and see how it makes you feel.|, my favorite part is when the skinamarink appeared and said his iconic line ""its skinamarinking time"" and then skinamarinked in this house|, Been a horror enthusiast for over 10 years and I literally cannot remember the last time a movie made me that scared. Absolute atmospheric horror masterpiece|, This trailer really nails the feeling of ""fucked up disjointed nightmare that makes you wake up in a cold sweat."" 
I've had nightmares like this before and they have always genuinely terrified me. It's like that instinctual fear in the pit of your stomach that's really hard to describe"
